age,gender,daily_screen_time_hours,social_media_hours,gaming_hours,work_study_hours,sleep_hours,notifications_per_day,app_opens_per_day,weekend_screen_time,stress_level,academic_work_impact,addiction_level,addicted_label
24,Female,8.4,4.48,0.05,2.09,5.64,157,36,10.03,High,No,Moderate,1
25,Other,11.36,4.35,3.29,4.93,6.3,186,101,13.74,Low,No,Severe,1
33,Other,3.01,0.54,3.05,3.07,7.68,175,126,5.2,Medium,Yes,Mild,0
20,Male,3.67,2.38,0.85,1.15,4.75,191,104,6.41,Low,No,Mild,0
35,Male,6.5,2.2,2.59,3.07,6.65,108,155,8.15,Medium,Yes,Moderate,1
33,Female,4.25,4.27,1.29,1.82,4.61,71,62,5.59,Medium,No,Severe,1
26,Other,11.25,0.87,3.7,1.8,8.65,111,38,13.24,High,Yes,Severe,1
27,Female,9.22,1.15,0.3,5.02,7.38,70,112,10.8,Low,Yes,Severe,1
31,Male,10.94,4.38,1.31,4.61,5.86,63,62,12.73,High,Yes,Moderate,1
28,Other,9.18,5.07,2.05,2.27,5.34,203,167,10.8,High,Yes,Severe,1
31,Other,6.2,2.91,1.26,1.82,7.39,108,60,7.0,High,No,Mild,0
30,Female,5.65,5.75,1.15,1.29,8.68,221,179,6.34,Medium,Yes,Moderate,1
26,Male,11.82,3.27,0.03,5.71,8.5,23,42,13.32,Low,No,Moderate,1
26,Female,8.14,1.89,3.46,4.22,5.06,174,175,9.63,Medium,No,Moderate,1
22,Other,9.57,1.53,3.49,5.71,5.68,100,87,10.58,Medium,No,Severe,1
31,Other,7.31,2.18,1.92,5.21,5.34,172,146,8.83,Low,Yes,Mild,0
31,Female,9.0,3.16,2.41,2.62,5.83,174,87,11.06,High,No,Moderate,1
32,Male,6.19,5.73,3.9,4.56,8.08,159,87,8.15,Medium,Yes,Severe,1
31,Female,7.64,1.51,0.63,3.26,7.05,201,118,8.32,Low,Yes,Moderate,1
20,Female,9.05,2.53,0.68,5.34,5.21,106,130,10.87,Low,No,Moderate,1
18,Male,4.72,4.98,3.51,1.72,7.81,143,33,5.42,Low,Yes,Severe,1
18,Other,10.48,4.07,3.62,5.3,7.31,112,178,12.41,Medium,Yes,Moderate,1
22,Other,11.83,0.69,0.61,1.58,8.05,82,110,14.17,Low,Yes,Moderate,1
35,Other,8.56,2.48,0.42,1.16,5.58,215,173,10.52,High,No,Moderate,1
32,Male,8.41,2.91,3.97,2.65,6.47,156,55,9.52,Low,No,Moderate,1
30,Female,10.29,4.67,3.34,2.31,5.87,195,81,12.78,Medium,No,Severe,1
24,Male,3.21,2.72,3.28,2.6,4.79,193,157,5.3,High,Yes,Mild,0
20,Male,8.21,3.52,3.02,0.92,8.82,132,166,9.74,Low,Yes,Severe,1
32,Male,9.78,2.04,3.84,0.79,5.77,81,58,11.38,High,Yes,Moderate,1
34,Male,5.53,5.73,1.05,5.59,8.08,124,37,7.72,High,Yes,Severe,1
26,Female,10.48,3.36,2.1,2.32,8.39,248,124,11.56,Low,Yes,Moderate,1
18,Other,11.81,4.55,1.93,4.16,4.84,82,136,13.34,Low,Yes,Severe,1
28,Female,8.41,1.17,1.31,2.48,8.45,156,68,10.23,Low,No,Moderate,1
33,Male,7.65,5.96,0.47,2.06,7.99,202,126,9.18,High,No,Severe,1
24,Other,4.54,5.51,0.23,5.46,7.99,247,60,7.12,High,Yes,Severe,1
28,Male,9.17,5.11,2.2,3.39,8.62,231,28,9.9,Medium,Yes,Moderate,1
25,Other,6.03,1.75,0.33,3.22,6.22,32,51,7.66,Medium,Yes,Moderate,1
35,Female,8.0,5.29,2.05,4.28,6.57,42,154,8.69,High,Yes,Moderate,1
33,Other,9.03,2.94,0.18,5.86,4.56,229,80,10.72,Low,Yes,Moderate,1
23,Male,11.47,1.69,2.82,4.33,8.27,64,94,13.54,Low,No,Moderate,1
26,Male,9.84,2.2,2.27,3.43,7.15,57,98,11.75,Low,No,Moderate,1
20,Other,8.32,2.81,2.88,3.85,5.61,112,16,8.97,Low,No,Moderate,1
20,Other,4.78,0.74,0.11,4.77,8.37,38,137,5.29,High,Yes,Mild,0
30,Other,8.01,1.97,1.66,4.88,6.92,54,179,10.94,High,No,Moderate,1
27,Female,9.92,5.55,3.54,3.32,6.91,166,115,11.93,Low,No,Severe,1
30,Other,4.37,4.39,2.33,2.74,8.78,89,164,6.56,Medium,Yes,Severe,1
23,Female,10.78,0.88,2.5,0.84,4.75,225,114,12.34,High,No,Moderate,1
22,Female,3.9,3.5,1.45,3.55,5.47,108,146,6.75,High,Yes,Mild,0
19,Male,10.01,5.61,2.78,0.99,8.53,60,121,11.3,Medium,No,Severe,1
31,Male,5.84,2.64,1.83,2.34,7.98,48,36,8.4,Low,Yes,Mild,0
21,Male,7.7,4.11,2.77,3.94,7.96,69,109,9.62,Medium,Yes,Severe,1
29,Other,9.49,2.36,1.38,2.82,6.07,202,75,10.46,High,No,Moderate,1
33,Other,7.86,1.69,3.3,1.18,7.6,36,76,8.91,High,Yes,Mild,0
19,Other,10.88,2.88,2.94,1.31,6.08,160,140,11.47,High,Yes,Severe,1
19,Other,4.29,5.54,2.94,3.6,5.72,69,116,6.3,Low,Yes,Moderate,1
31,Other,10.93,3.42,2.16,2.59,6.34,126,35,12.46,Low,No,Severe,1
33,Other,10.97,3.0,2.84,2.25,7.19,203,161,13.24,High,Yes,Severe,1
21,Female,6.22,2.0,2.16,3.88,8.66,159,37,8.4,Medium,Yes,Mild,0
28,Male,10.49,4.87,3.01,3.1,6.13,222,151,13.0,Medium,No,Severe,1
28,Male,6.87,1.96,3.37,3.44,6.95,224,152,8.7,Medium,No,Moderate,1
21,Female,5.17,5.1,3.26,4.84,8.36,74,156,8.13,High,Yes,Moderate,1
18,Other,5.64,1.47,1.9,2.91,7.77,223,106,8.24,Low,Yes,Mild,0
23,Male,7.33,1.75,0.19,4.13,4.55,98,96,9.77,Medium,No,Moderate,1
23,Female,10.52,5.87,3.77,0.73,8.62,102,90,13.42,Medium,No,Moderate,1
32,Female,10.22,4.16,0.23,5.46,7.05,20,161,12.27,High,No,Severe,1
31,Other,3.61,0.61,2.3,1.15,7.89,75,104,5.12,Low,No,Mild,0
30,Male,4.2,0.81,3.98,3.94,4.65,154,21,5.57,High,No,Mild,0
18,Male,10.24,4.71,1.19,0.91,6.42,235,112,12.44,Low,No,Severe,1
33,Other,6.36,1.35,3.54,5.29,4.6,49,130,7.66,High,Yes,Mild,0
24,Female,4.37,4.53,2.08,3.84,8.24,56,73,6.49,Medium,No,Severe,1
33,Female,8.5,1.99,1.5,5.26,5.96,232,62,9.69,Medium,No,Moderate,1
35,Other,8.44,5.85,2.91,5.38,6.49,141,177,11.28,Medium,No,Severe,1
32,Female,7.94,2.67,1.2,0.98,7.63,65,85,8.78,High,Yes,Moderate,1
35,Female,9.13,5.16,2.47,3.58,6.13,122,103,9.99,High,No,Moderate,1
21,Female,3.78,3.07,2.12,1.82,8.97,37,85,4.99,Medium,No,Mild,0
32,Female,11.47,4.78,2.34,4.12,4.85,24,64,12.14,High,No,Moderate,1
33,Male,10.86,5.72,3.87,5.31,7.5,149,148,13.03,Medium,No,Moderate,1
28,Female,9.17,0.67,3.28,2.28,6.91,95,118,10.11,Low,No,Moderate,1
26,Male,6.93,2.75,0.21,4.84,6.72,224,104,8.85,High,No,Moderate,1
21,Female,11.96,4.98,1.34,4.31,5.24,119,93,12.65,Low,No,Severe,1
28,Male,4.39,4.12,2.94,2.49,6.69,135,65,7.19,Low,No,Moderate,1
18,Other,11.47,1.49,3.19,3.05,5.06,74,35,13.22,Low,Yes,Moderate,1
26,Other,8.41,0.78,2.88,5.87,5.64,195,95,10.95,Medium,No,Severe,1
33,Female,5.22,4.28,0.87,3.58,5.53,175,32,6.19,High,Yes,Moderate,1
30,Male,8.22,4.5,1.05,3.35,6.11,151,179,8.74,Medium,No,Severe,1
22,Male,8.2,4.8,3.57,3.31,7.91,129,51,9.89,High,Yes,Severe,1
22,Female,5.33,2.14,3.4,3.39,6.06,158,172,7.65,High,Yes,Mild,0
18,Male,8.16,3.07,0.79,0.8,6.38,236,123,9.39,High,No,Severe,1
27,Other,8.27,4.27,3.31,3.74,4.91,40,51,9.12,Low,Yes,Severe,1
21,Male,11.89,4.05,2.03,0.93,6.22,91,23,13.2,Low,No,Severe,1
25,Male,7.4,0.51,2.15,5.48,6.74,115,34,9.44,Low,Yes,Mild,0
31,Female,3.24,1.83,3.04,3.05,7.86,81,56,4.81,Medium,No,Mild,0
31,Other,11.63,3.15,0.22,2.46,6.04,64,34,13.68,High,No,Severe,1
31,Other,7.91,1.26,0.82,5.51,7.56,245,35,8.78,Medium,Yes,Mild,0
33,Other,10.48,4.37,2.92,4.46,8.18,67,91,11.61,High,No,Severe,1
19,Female,4.17,1.37,3.22,2.25,7.76,129,74,6.1,Medium,No,Mild,0
24,Male,9.13,4.32,1.89,0.69,5.34,182,33,11.14,Medium,No,Moderate,1
18,Other,4.56,3.52,1.76,1.39,8.34,235,155,5.14,Low,No,Mild,0
27,Other,8.12,3.21,1.52,3.94,5.91,201,173,8.63,High,Yes,Severe,1
26,Male,4.99,4.14,2.84,2.4,5.15,168,100,7.46,Low,Yes,Moderate,1
34,Other,7.24,4.28,3.84,0.72,8.42,65,47,10.21,Medium,Yes,Moderate,1
23,Female,3.38,3.73,2.3,2.48,8.94,32,150,5.31,Low,No,Mild,0
20,Male,10.64,1.14,3.4,5.25,5.79,241,152,11.59,Medium,No,Moderate,1
33,Other,4.72,0.74,1.57,2.28,7.81,151,150,6.79,High,No,Mild,0
31,Male,10.01,1.51,3.79,1.58,6.41,81,104,10.64,High,No,Severe,1
30,Other,10.4,5.74,0.51,3.05,8.26,35,104,11.29,Medium,Yes,Severe,1
26,Other,10.0,4.0,1.26,5.44,6.22,126,111,11.67,High,No,Severe,1
21,Female,5.5,4.43,1.22,0.6,8.71,233,18,8.09,Low,Yes,Severe,1
24,Other,7.03,1.99,2.93,0.59,6.64,149,60,8.01,Low,Yes,Moderate,1
35,Female,9.21,1.73,1.71,4.74,5.24,206,51,11.89,Low,Yes,Severe,1
29,Female,8.39,5.19,0.49,5.43,5.23,207,83,10.14,Low,Yes,Moderate,1
34,Other,8.98,0.97,0.22,2.67,7.15,192,114,11.89,Low,Yes,Severe,1
29,Other,8.7,4.22,0.19,0.6,6.66,147,101,10.35,Low,Yes,Moderate,1
25,Male,9.62,3.53,3.75,3.2,7.49,157,86,10.81,Medium,No,Moderate,1
24,Male,8.68,0.98,2.03,4.43,8.58,96,42,10.55,Medium,Yes,Moderate,1
30,Male,9.66,5.95,1.81,0.86,8.38,134,78,10.73,Medium,Yes,Moderate,1
31,Other,6.25,2.71,1.38,4.84,8.22,144,36,7.21,High,Yes,Mild,0
19,Other,7.81,5.33,0.66,4.06,6.61,127,168,9.82,High,Yes,Severe,1
22,Female,10.77,4.38,3.95,2.22,6.44,76,107,12.68,Low,Yes,Severe,1
25,Male,11.9,4.3,0.79,5.77,7.1,54,143,13.97,Medium,Yes,Severe,1
31,Male,10.28,4.72,3.56,3.65,5.19,218,102,12.1,Low,Yes,Moderate,1
29,Other,7.81,4.15,2.83,4.77,6.16,180,77,8.94,Medium,Yes,Moderate,1
34,Female,6.13,1.78,3.92,5.53,5.58,41,170,8.71,Low,No,Mild,0
32,Female,7.55,1.65,0.19,3.71,7.59,227,63,8.39,High,Yes,Mild,0
33,Male,3.77,5.86,1.81,1.02,4.53,92,26,4.71,Medium,Yes,Severe,1
18,Female,9.76,5.32,0.36,1.81,8.25,195,178,10.68,Low,No,Moderate,1
18,Female,3.72,4.5,3.59,5.09,7.97,166,56,4.49,High,Yes,Moderate,1
33,Other,11.45,1.97,1.0,2.97,6.39,93,97,12.89,High,No,Severe,1
21,Male,6.36,4.29,2.18,5.06,5.43,121,99,8.41,Medium,No,Severe,1
22,Female,10.59,2.57,1.69,3.62,6.91,225,163,12.04,Low,Yes,Severe,1
31,Other,9.15,3.69,1.54,5.15,8.3,243,55,11.47,Medium,No,Moderate,1
34,Other,10.31,2.83,3.14,2.45,8.64,222,90,13.13,High,No,Severe,1
32,Female,6.98,5.74,2.4,5.5,6.71,143,69,9.21,High,Yes,Moderate,1
28,Female,3.31,4.98,2.1,1.56,7.79,219,136,4.4,Low,Yes,Severe,1
27,Female,9.22,5.6,2.88,2.89,7.03,123,101,10.84,Medium,Yes,Severe,1
30,Other,3.03,4.59,1.44,0.95,6.57,244,68,3.87,Low,Yes,Moderate,1
28,Female,7.63,2.91,2.24,1.42,7.33,154,18,10.59,High,Yes,Moderate,1
33,Female,6.59,4.66,0.22,3.37,5.47,228,23,8.19,High,Yes,Moderate,1
22,Female,4.7,4.14,0.33,4.57,5.51,98,90,6.76,High,No,Severe,1
18,Other,8.74,5.84,1.14,4.58,6.7,48,127,11.13,Low,No,Severe,1
30,Female,5.16,1.61,1.49,4.83,7.76,32,172,6.29,Medium,Yes,Mild,0
23,Female,5.39,3.28,1.52,3.58,6.72,41,78,6.25,Low,No,Mild,0
32,Female,3.56,4.22,2.48,3.31,5.03,48,16,4.73,Medium,Yes,Moderate,1
20,Female,11.19,5.27,2.2,4.18,4.6,64,35,12.3,High,No,Moderate,1
31,Female,10.52,2.4,1.2,0.97,8.94,83,67,13.35,Medium,No,Moderate,1
27,Other,9.71,0.98,2.62,2.73,4.61,70,112,10.71,High,No,Severe,1
26,Female,3.58,4.88,0.6,5.72,5.74,130,85,6.01,Low,No,Moderate,1
18,Other,8.14,4.18,0.79,2.43,7.91,233,148,9.33,Medium,Yes,Moderate,1
26,Female,8.73,2.72,0.39,5.47,5.15,136,36,9.35,Medium,Yes,Moderate,1
26,Female,11.81,1.8,2.07,4.66,7.7,207,171,13.71,High,Yes,Moderate,1
19,Other,11.37,1.02,1.53,1.66,7.05,208,53,13.52,Medium,Yes,Severe,1
24,Female,3.02,0.65,0.69,1.81,6.89,151,69,5.8,High,Yes,Mild,0
21,Female,6.73,3.64,1.97,2.7,7.57,166,126,7.25,High,Yes,Mild,0
22,Male,8.52,5.54,0.6,1.76,8.92,103,159,9.33,High,Yes,Severe,1
20,Other,11.15,1.86,1.73,4.42,6.95,137,50,13.45,Medium,Yes,Severe,1
18,Other,8.17,1.07,3.17,4.16,4.91,233,124,10.05,High,Yes,Moderate,1
22,Other,5.61,2.62,0.64,5.55,6.3,116,48,7.6,Low,Yes,Mild,0
27,Male,8.79,4.33,3.99,4.13,7.39,244,74,9.64,High,Yes,Moderate,1
22,Female,5.27,5.21,0.8,5.92,7.0,74,115,7.05,Low,Yes,Severe,1
21,Female,5.64,6.0,3.74,4.78,8.74,158,86,7.33,High,Yes,Severe,1
32,Other,5.55,1.0,1.7,1.68,5.71,20,103,7.2,Medium,Yes,Mild,0
28,Male,4.64,2.42,0.71,1.86,5.08,96,83,6.8,Low,No,Mild,0
29,Other,5.87,0.53,2.2,4.34,6.52,101,82,7.61,High,Yes,Mild,0
32,Male,3.25,2.85,0.71,4.85,4.5,200,124,6.1,Low,Yes,Mild,0
32,Male,6.99,1.19,2.45,2.07,8.67,62,87,8.78,High,Yes,Moderate,1
23,Male,3.19,3.11,2.01,0.52,6.76,249,61,4.12,Low,Yes,Mild,0
21,Other,3.04,4.37,2.37,4.72,5.38,108,81,4.77,Low,Yes,Moderate,1
23,Female,7.41,4.78,0.52,5.15,7.11,62,95,8.13,Low,Yes,Moderate,1
35,Male,11.32,1.25,1.44,3.05,8.89,166,146,14.07,Low,No,Severe,1
23,Female,6.88,0.69,0.71,1.44,4.72,21,134,8.56,Low,Yes,Mild,0
19,Other,7.87,1.14,1.43,4.79,5.13,240,145,9.41,Medium,Yes,Mild,0
32,Female,11.7,2.09,1.12,1.1,8.01,48,110,14.68,Low,Yes,Severe,1
34,Other,9.49,1.86,0.5,2.39,7.53,189,20,11.88,Low,No,Severe,1
26,Male,7.69,1.62,3.04,4.34,8.94,195,128,9.54,High,No,Moderate,1
28,Male,5.81,5.67,2.63,1.51,8.2,230,160,8.03,Medium,No,Severe,1
27,Female,6.95,5.28,1.99,0.74,8.93,173,36,9.3,High,Yes,Moderate,1
24,Female,4.97,4.98,3.61,3.93,5.01,140,60,5.97,Low,No,Moderate,1
28,Other,7.8,4.47,2.17,5.92,6.39,229,43,10.76,High,No,Moderate,1
32,Other,3.51,1.1,1.37,1.3,8.56,49,43,6.12,High,No,Mild,0
21,Female,8.62,4.49,1.55,4.19,6.01,141,67,9.7,High,No,Severe,1
18,Other,11.07,1.86,0.66,2.01,5.72,60,113,12.44,Medium,No,Moderate,1
34,Female,8.47,4.11,0.48,3.69,6.75,189,99,11.12,Low,No,Moderate,1
27,Male,10.85,2.7,2.23,4.85,8.52,249,69,12.02,High,No,Moderate,1
27,Male,8.55,0.77,0.19,5.33,4.65,21,121,10.52,Medium,Yes,Moderate,1
29,Male,3.03,3.6,2.3,0.65,8.76,91,20,4.82,Low,No,Mild,0
19,Male,8.18,2.93,1.5,1.04,8.12,103,169,9.09,Low,No,Severe,1
33,Other,5.6,1.99,2.76,4.42,5.38,68,36,7.41,High,No,Mild,0
35,Female,10.86,5.96,2.82,4.19,5.29,40,168,12.52,High,Yes,Moderate,1
34,Other,4.09,4.56,0.51,5.81,5.28,105,150,5.95,Low,Yes,Moderate,1
32,Female,7.17,1.04,1.45,1.02,4.63,148,83,8.45,Medium,No,Moderate,1
18,Female,3.55,5.28,3.77,4.92,6.05,133,120,4.84,Low,Yes,Severe,1
27,Other,10.87,3.5,3.19,2.92,7.49,224,105,11.59,Medium,Yes,Severe,1
18,Female,11.73,0.87,3.32,4.37,4.63,244,165,14.62,Medium,No,Severe,1
31,Other,4.53,4.59,1.5,5.06,6.39,83,156,7.29,High,No,Moderate,1
19,Male,7.12,2.72,2.97,3.17,7.66,236,80,9.23,Low,Yes,Mild,0
28,Male,7.33,3.77,0.04,5.57,6.06,162,31,8.09,Low,No,Moderate,1
33,Female,6.94,1.79,0.89,0.73,8.09,127,145,7.56,Low,Yes,Mild,0
21,Female,9.88,2.8,0.69,5.21,7.23,78,106,10.83,Medium,Yes,Moderate,1
18,Female,3.74,5.93,3.88,3.53,5.46,185,48,5.85,Low,Yes,Moderate,1
25,Male,3.39,5.07,3.48,2.69,7.8,24,131,4.12,High,No,Moderate,1
21,Male,9.84,2.37,1.18,3.29,5.96,126,60,12.72,High,No,Severe,1
21,Female,9.99,1.92,3.73,5.17,5.57,93,159,10.87,Medium,Yes,Severe,1
29,Female,11.56,3.07,0.25,2.61,7.42,73,27,12.58,Low,Yes,Moderate,1
35,Female,9.42,3.32,1.87,1.03,5.2,41,100,10.76,Medium,Yes,Moderate,1
21,Female,4.61,3.5,0.76,5.38,5.38,23,34,6.28,High,Yes,Mild,0
28,Male,8.67,5.36,3.58,4.55,8.68,213,111,9.55,Low,No,Severe,1
21,Female,7.37,4.62,0.17,2.18,6.15,142,83,8.18,Medium,No,Severe,1
23,Female,4.87,0.53,3.74,1.52,8.9,53,74,7.79,Medium,Yes,Mild,0
33,Male,6.86,1.91,0.19,5.73,7.64,49,38,8.61,High,Yes,Mild,0
20,Other,3.36,5.28,0.12,4.25,5.68,29,27,5.91,Low,Yes,Severe,1
28,Female,10.45,5.44,2.14,2.7,6.06,25,66,12.32,High,No,Moderate,1
23,Female,4.22,4.75,3.12,1.77,7.08,66,168,4.74,Medium,Yes,Moderate,1
26,Female,7.76,3.49,3.71,3.2,8.99,173,126,9.15,Medium,No,Moderate,1
24,Other,8.15,5.79,3.82,3.55,4.95,128,75,10.56,Low,No,Severe,1
25,Other,5.33,1.94,2.81,5.84,8.4,39,118,5.92,High,No,Mild,0
21,Other,8.02,1.3,0.85,4.43,7.56,182,161,10.52,Medium,No,Severe,1
27,Male,7.73,4.82,1.58,3.91,8.42,99,92,10.66,Low,No,Moderate,1
29,Male,7.17,3.91,2.35,1.91,6.21,34,137,7.83,Low,Yes,Moderate,1
35,Female,4.17,2.72,1.13,2.68,8.74,53,69,6.5,Medium,No,Mild,0
22,Male,11.07,4.48,3.11,5.1,6.49,234,17,13.63,Medium,No,Moderate,1
32,Male,8.05,1.83,2.45,4.49,5.65,163,116,8.95,High,No,Severe,1
21,Other,10.35,0.98,2.64,4.02,8.78,160,55,12.14,High,Yes,Moderate,1
28,Male,3.12,1.8,2.0,3.43,8.73,106,17,4.53,Medium,Yes,Mild,0
32,Male,10.88,1.47,0.92,3.28,5.05,250,93,12.05,Medium,No,Severe,1
26,Female,8.33,2.99,0.81,0.69,5.83,118,69,9.44,Medium,No,Severe,1
28,Male,10.2,0.99,2.62,1.27,8.58,195,148,12.32,High,No,Moderate,1
30,Other,10.84,1.61,2.19,3.54,6.2,124,129,12.06,High,Yes,Moderate,1
33,Male,7.39,2.3,3.41,3.69,6.34,113,168,8.77,Low,Yes,Mild,0
24,Other,6.28,5.54,0.21,1.39,5.5,195,65,7.86,Medium,No,Severe,1
25,Male,7.19,2.84,2.54,5.54,5.84,25,68,9.26,Medium,Yes,Mild,0
20,Male,8.58,1.93,3.21,5.74,7.9,146,61,9.13,Medium,No,Severe,1
23,Male,3.91,4.96,3.75,4.55,8.58,219,156,6.51,Medium,No,Moderate,1
30,Male,10.41,3.78,3.19,0.58,8.85,228,68,12.73,Low,No,Moderate,1
35,Other,7.53,4.8,2.31,5.78,7.11,223,151,9.62,High,No,Severe,1
23,Male,7.47,1.93,0.56,0.66,8.44,188,178,10.11,Low,Yes,Moderate,1
32,Female,8.13,5.98,2.41,2.94,7.8,151,36,8.75,Medium,No,Moderate,1
18,Female,9.67,5.25,0.68,5.03,7.0,134,148,10.88,Low,No,Moderate,1
33,Female,11.71,1.93,2.72,5.23,8.58,152,133,13.43,High,No,Moderate,1
30,Other,8.49,5.07,0.54,1.13,7.41,136,176,10.91,Low,Yes,Severe,1
34,Other,5.54,0.58,2.8,5.16,7.6,78,17,7.99,High,No,Mild,0
21,Female,5.74,5.47,2.62,4.96,5.34,247,143,6.99,Medium,No,Severe,1
26,Male,3.92,2.35,3.11,2.04,6.34,116,127,5.81,Medium,Yes,Mild,0
30,Male,5.67,2.68,2.61,4.38,4.92,123,147,7.09,Medium,Yes,Mild,0
20,Female,3.09,5.19,0.11,4.12,8.12,162,148,4.1,Low,No,Moderate,1
20,Other,3.48,0.99,0.52,4.94,7.41,227,93,5.15,High,Yes,Mild,0
33,Female,8.12,1.03,2.35,4.96,8.49,68,143,8.76,High,Yes,Moderate,1
28,Other,10.23,3.46,1.05,4.79,7.87,150,21,12.6,Low,Yes,Severe,1
29,Other,7.04,4.53,1.64,2.08,5.99,65,94,9.24,Low,Yes,Severe,1
21,Other,8.66,5.03,2.65,2.69,6.46,180,48,11.46,Low,No,Moderate,1
32,Male,4.34,4.81,3.1,4.35,7.74,153,180,5.93,Low,No,Moderate,1
27,Other,9.79,2.02,0.92,2.92,6.12,247,26,11.66,High,Yes,Moderate,1
28,Female,6.5,5.21,2.01,5.76,7.01,91,15,9.33,Low,No,Moderate,1
22,Other,8.93,3.54,3.63,5.5,7.28,95,42,11.14,High,No,Severe,1
19,Male,5.38,3.01,0.33,1.79,6.71,175,57,6.88,High,Yes,Mild,0
35,Other,9.93,5.25,1.0,3.35,4.55,194,19,10.46,High,Yes,Severe,1
18,Male,6.79,3.15,3.17,1.26,5.71,100,176,8.07,Low,Yes,Mild,0
33,Other,4.29,2.18,0.55,0.89,7.96,120,29,6.08,High,Yes,Mild,0
26,Female,7.88,4.18,3.96,1.4,7.59,69,47,8.82,High,No,Severe,1
21,Female,8.42,3.62,0.32,3.3,4.92,150,117,9.41,Low,Yes,Moderate,1
28,Male,9.44,4.25,0.71,4.79,6.05,111,92,10.58,Low,Yes,Severe,1
19,Other,10.86,5.95,3.63,5.55,7.37,146,82,13.29,Low,Yes,Severe,1
19,Male,9.77,5.39,3.96,2.7,4.52,185,155,10.89,High,No,Severe,1
31,Male,9.72,2.6,3.04,5.75,6.1,152,128,12.48,Low,No,Severe,1
25,Female,5.09,5.98,2.01,3.24,8.87,29,62,6.21,High,No,Moderate,1
31,Other,8.35,2.09,3.33,2.59,4.97,176,58,10.01,High,Yes,Moderate,1
19,Female,7.15,3.98,0.62,3.48,8.46,224,172,8.53,Low,No,Mild,0
28,Male,6.84,5.29,2.87,5.44,6.51,33,35,8.53,High,Yes,Moderate,1
32,Other,5.89,2.32,2.77,3.0,8.43,142,78,7.31,Low,No,Mild,0
27,Other,10.8,1.93,2.42,3.83,6.79,30,140,13.67,High,No,Severe,1
33,Other,7.67,5.14,2.85,0.79,4.58,62,88,10.63,High,Yes,Moderate,1
18,Male,11.8,0.55,0.86,2.16,8.54,142,45,14.25,High,No,Moderate,1
24,Other,3.49,5.12,2.04,5.21,4.54,212,109,4.66,Low,Yes,Severe,1
25,Other,3.98,5.62,2.28,4.88,4.63,218,84,5.86,High,Yes,Severe,1
29,Other,8.09,5.94,1.85,1.26,5.3,169,49,10.78,Medium,Yes,Moderate,1
25,Female,10.94,4.35,2.3,3.47,5.45,167,39,13.01,Medium,Yes,Moderate,1
31,Other,10.47,3.59,3.64,5.49,7.96,158,31,13.1,High,Yes,Severe,1
30,Other,7.32,3.07,1.52,3.87,6.92,124,80,8.5,Medium,Yes,Mild,0
21,Female,11.93,4.61,2.1,1.25,6.76,64,72,12.47,Low,No,Moderate,1
29,Female,4.42,4.28,3.37,1.42,8.0,206,52,5.52,Low,No,Moderate,1
20,Female,9.55,2.61,3.45,3.48,6.38,132,108,12.04,Medium,Yes,Severe,1
32,Female,3.99,3.65,2.8,2.74,6.09,199,92,6.87,High,No,Mild,0
19,Other,8.52,4.86,0.93,4.3,6.9,131,175,10.51,Medium,Yes,Severe,1
27,Male,9.81,2.7,0.63,1.19,4.92,147,137,12.19,Medium,Yes,Severe,1
18,Other,11.23,5.94,3.64,0.97,4.56,28,138,13.85,Medium,Yes,Moderate,1
23,Male,9.59,1.62,2.56,0.89,6.93,193,27,10.61,Low,Yes,Severe,1
34,Other,3.8,1.59,2.5,1.33,6.64,243,81,5.92,Medium,No,Mild,0
27,Other,9.92,5.52,3.79,2.94,8.61,201,168,12.51,Medium,No,Severe,1
32,Male,11.3,0.92,1.25,2.74,6.26,119,130,13.22,High,No,Moderate,1
30,Other,4.09,3.1,2.44,3.43,5.24,135,111,4.8,High,Yes,Mild,0
24,Male,11.21,3.5,2.07,4.74,7.04,173,32,12.15,Low,Yes,Moderate,1
30,Male,4.96,4.89,3.86,4.83,5.0,131,137,5.65,Low,No,Moderate,1
28,Other,9.8,4.55,2.43,1.56,6.39,224,144,12.46,Medium,Yes,Severe,1
23,Male,10.18,1.51,3.65,1.9,7.76,45,57,11.57,High,Yes,Moderate,1
26,Female,5.21,0.76,3.92,3.47,6.75,186,45,6.09,Medium,No,Mild,0
32,Male,7.62,0.64,3.89,3.2,7.19,88,27,9.66,Low,No,Moderate,1
24,Other,7.38,5.38,2.73,5.7,5.66,48,92,9.72,Low,No,Severe,1
21,Male,8.01,4.97,0.27,1.34,6.79,89,174,10.38,Medium,Yes,Severe,1
26,Male,3.35,5.65,2.16,4.65,6.06,226,163,5.97,High,No,Moderate,1
19,Other,10.52,2.5,0.7,2.99,8.16,175,173,12.2,Low,No,Severe,1
28,Female,3.43,5.5,1.35,1.87,7.73,50,55,6.15,Low,No,Moderate,1
26,Female,10.92,4.23,2.28,2.51,5.92,23,78,13.12,Medium,No,Moderate,1
26,Female,10.03,3.08,1.76,1.81,6.19,190,139,11.83,High,Yes,Severe,1
20,Male,6.66,3.49,1.6,1.5,7.9,179,91,7.19,High,Yes,Moderate,1
32,Female,9.48,1.43,3.85,1.11,6.26,156,18,10.52,Low,No,Severe,1
26,Male,3.23,4.45,2.38,5.52,7.25,117,100,3.78,Medium,No,Severe,1
26,Male,8.14,4.94,2.15,5.1,7.71,28,49,8.98,High,Yes,Severe,1
